"   Atlanta to Augusta. Once again Delta disappoints in their ability to deliver anything close to the promised service. I know complaining about small planes is played out but in this case I went out of my way to purchase specific luggage that meets all airline requirements and of course none of the provided storage space was as advertised. And to top it off the flight was delayed, again. Honestly would travel any other airline if possible. This has to be one of the shorter flights in the country and still service is poor."
"   Atlanta to Charleston. Most of the trip was just fine other than one terrible person at the gate. She was rude and downright inappropriate towards me and my family. I have never been treated so poorly by a supervisor! This woman needs extensive customer service training and because of her alone I am unlikely to fly Delta again. Other than that woman, the food, seats and basically everything provided by Delta was poor, but that is to be expected in economy class. The rest of the ground and flight crew were mostly cordial. My flight did land on time, and I have no other complaints"
"   Atlanta to Charlotte. Let me preface by saying this is not against Delta as a whole. It's for the gate agent. The lady working the gate in Atlanta at B29 on 2/23 for the flight to Charlotte at 3:10pm needs some serious lessons in customer service. I understand they have policies and protocols but there's really no need to be blatantly rude to your customers about it. I fly almost weekly with a carry on (that I'm almost always forced to check at the gate), my computer bag and a small purse. The purse can fit inside the computer bag but I wear it as a cross body and just slide it in the computer bag when I get to my seat. As I am walking into the tarmac she makes me stop and consolidate my tiny purse into my laptop bag. After a quick argument saying that it'll fit, I fly with this all the time she forces me to step aside, so I did and then I backed up to be out of the way and she proceeds to yell at me for where I choose to stand and then essentially makes fun of me to the next passenger boarding saying that I clearly didn't understand her the first ten times she said it. For the record, I heard her and I know the rules. I fly enough with the same 3 items and I'm never given a hard time about it. So if she enforces her rules more than others, bravo to a job well done but at least do it with some finesse and class. She's just rude and unprofessional. This is Delta, not a low class airline. The best part was, after I consolidated, they forced me to check my carry on anyways. She could have suggested that from the getgo instead of making a spectacle of me. The 1 out of 10 stars is for her, not Delta."
"   Atlanta to Cleveland. Delta treated me great when I needed to return home 2 days earlier due to husband illness, they made it very simple and even though I had not purchased insurance they only had be pay a 50Dollar fee. Also no problems with boarding the flight, everyone was great."
"   Atlanta to Dallas Ft Worth. What has happened to American Airlines, as cocky CEO declares ""we will never lose money again"".  At the same time, as a long time customer, service, Advantage profram, dependability and overall satisfaction for me has gone from 90+ to less than 25%.  Solid F, Three of last four, 9 of last 13 flights have been delayed. Statistics tell us thats not bad luck, simply bad maintenance. FF miles are worthless. Customer is at fault and needs to pay a fee at every opportunity. Again, solid F for me."
   Atlanta to Detroit via Charlotte. My flight was delayed in Atlanta and started at 7:30pm and my connection was missed in Charlotte at 8pm. When I requested customer service they allocated me for 10:30pm flight and the last minute they said pilot was unavailable so flight delayed to 2am. At 1:30am aa representative came told that flight was cancelled.. and they are very rude and helpful when I asked for the reason. And next day they have asked me to come to airport by 8 so that they can allocate me on 9:30AM flight. When I came to airport they said flight was full they can't accommodate.. they said they will allocate me 12:30 pm flight it was also delayed till 3pm because of unavailability of pilots. And they were unable to allocate a seat in that flight also.. when I asked for the reason they said your name was not showed up and their behavior is very rude. This is my second time travel in American Airlines and two times faced the same issue. These people don't understand the situation. This might be my last travel in American Airlines and I won't recommend this airline to anyone.
"   Atlanta to Ft Myers. They overbooked the flight to include my ticket, leaving me stranded at Hartsfield since it was the last flight out back to RSW, and said that I would have to find another flight. Waited at the gate kiosk for 15 minutes only to have them rudely direct me to a delta customer service counter. There, I had to wait for almost an hour and once I talked to the lady she said that since I was an economy customer she could not rebook me for another flight since I had a zero balance available. It was their fault they overbooked and they refused to give service. They said I could try calling the customer service number to order another full price ticket (for $458). Found a way better deal with Southwest for $230 that left at a better time."
"   Atlanta to Grand Cayman Island. I had flown 16 hours and had gone more than 2 days without sleep before getting on this last leg. Onboard I requested the flight attendant for warm water and she asked if I were alright and when I told her what I was going through she gave me a glass of ginger ale which worked instantly. What I love about Delta is just how cheerful their cabin staff were, going out of their way to make passengers happy."
"   Atlanta to Miami. Arrived 3 hours early for connecting flight after our KLM flight from Amsterdam. Due to huge line in immigration and security and hardly any staff raced to gate to board for Miami but they closed the doors already. No accommodations, no apology just rude attitude from gate agent. No calling passengers names and flight left missing many passengers from the wait line. Have no idea if luggage made it or not and freezing cold lying on floor amongst all the dust and construction noise. Very unpleasant situation. The KLM flight was little late departing as waiting for late passenger to board and announcing them several times. No such courtesy for us and no courtesy or help at all. "
"   Atlanta to Miami. I sit here at gate D25, waiting to board a flight I shouldn’t be on, more frustrated than I’ve ever been with an airline. I’ve had one bad experience after another with American Airlines. I arrive to gate T9 around 5am and immediately go to the check in desk because I’m flying Basic Economy for the first time so I want the gate agents to know that I’m here and would like a seat number for the flight. One rudely responds, “We’ll call your name when we’re ready for that.” I sit down patiently waiting for my name. Finally my name is called, and she asks me if my small duffel bag is the only bag I have? I respond that yes it is. Another agent chimes in that it looks like it it is too big and that I will have to pay for it. I respond that it should fit under my seat, so I put it in the demonstration bin and of course it fits. They tell me they just wanted to see my bags and that I can sit back down and wait for the next instruction. When it comes time for boarding group 9 to board, I wait for my name to be called. (now apparently there are two individuals with my last name, and the other individual is flying standby. But I don’t find this out until later.) they ask the group to walk with them down the runway and wait for a seat number. I ask the agent when I can board since I paid for a ticket, she asks the other agent about me who checks her list and says that “You’re not on my list!” They give up all seats on the flight and I have now missed my flight. We get back to the desk at which point I’ve never had two grown women be so disrespectful to me. They both blamed me for not getting on the flight. Saying the flight had two Individuals with my last name but not once did they call a first name. I now know that neither Individual with my last name made the flight. I need to be compensated for my inconvenience and these two ladies need to be suspended for how rude they were to myself and other passengers I witnessed. They both should be mandated to take customer service training."
"   Atlanta to Miami. My husband and I purchased plane tickets for our honeymoon roughly 7 months ago for this flight. We were just married two weeks ago and we have plans to spend a week in the East Caribbean. We purchased economy tickets with Delta Airlines because, as one would expect, we were on a close budget while saving for the wedding. We followed up with check in procedure, signing in to schedule our seating at 4:33pm, 24 hours before our flight. The check in opened at 4:30pm on May 18th. 3 minutes into check in all of the seats were booked. So on our honeymoon we are having to sit separately. My husband then called Delta Airlines and spoke to a representative that stated it was a full flight, and for us to speak to the front desk representative at our terminal for accommodations. We arrive at the airport today and waited in line. After hearing an announcement stating that there are several unassigned seats currently and not to worry, that a seat assignment would be given to the individuals when they board the plane. When we did our check in yesterday we had a choice of 2 separate individual seats rows apart from each other even though we booked our tickets 7 whole months in advance. The representative greeted us when we came up to the desk and let us know that no accommodations would be made for our situation even though it was a special occasion for us. She brushed us off and asked us to please take a seat. I am dissappointed. We recently flew with Delta earlier this year and I was highly impressed with their level of organization and professionalism. We travelled with our family of 14 people and were able to book 3 full rows of seats for our whole family with no issues. I am sad on the first day of our trip that no accommodations could have been made for my new husband and I when we followed procedure and planned so meticulously. We are boarding the plane now. "
"   Atlanta to Orlando. We had a fantastic experience with Delta. My husband and I flew for the first time ever to get to our honeymoon cruise out of Orlando. Delta made the entire experience so easy and stress-free. They made sure we knew exactly where to go every step of the way, and we got to our gate plenty early. The flight attendants were kind and very helpful. We got to enjoy a snack and a drink on our flights to Orlando and back home. And the TV screens with games and movies made our flight home even more enjoyable. We are so grateful to Delta for making our first flying experience absolutely perfect, and we look forward to flying with them in the future."
"   Atlanta to Philadelphia. No more American Airlines, 3 hours delay and they treat passages terribly. I missed my to be at my god daughter's mass today and almost missed a chance to get on the 2nd standby flight. Customer service is worst. They don't even look at my face as talking to me or barely want to talk to me. What kind of business is this? "
"   Atlanta to Philadelphia. They told us they had a problem in the system, so we would have to wait a little - which I didn't have a problem with. Then they went on and on and kept on delaying the expected departure time. And after 2 whole hours of sitting on the plane, they told us we would have to go outside in the boarding area and wait. At this point I was a little annoyed, but not mad. After that, they made us wait 3 more hours outside in the boarding area, with little to no help from the staff on when we were going to leave, before they told us the whole flight had been cancelled. I was going to miss a whole day of seminars that I had to attend. Then I was like its okay, mistakes happen, and then rebooked the flight for the next morning at 6AM since they had no more available flights on that day.  I got back home at around 2, so I had been there for about 8 hours.  The next day I was on my way to the airport when I got a text message that my 6AM flight had been cancelled too. At this point I was furious. It was not even a weather related issue, it was because of American Airline's lack of preperation ahead of a flight, in which they always seem to have problems with their system. I had to call their customer service an try to rebook, since I had to get to Philly as soon as I could. The staff on the phone were horrible, first they said there were no more flights availble on that day to philly, (In which there were because I could literally see that there were available flights - I was looking at it on my phone when I was talking to them). Then I asked them if they could switch me to another airline, in which they said that it was not possible. I hung up the call out of frustration, and called them back a few minutes later, this time someone else picked up. I asked him the same question I asked the other guy, that if they could switch me to another airline. This time, the answer was different. He said he could switch me over to united. I was shocked, because the other guy told me they could not do that. The united flight was later in that day, so by then the program I was going to attend in Philly would be over, so I decided to ask for a refund. I had to scream at the guy to let me get a refund because he was refusing to give it to me for ""privacy"" purposes, which didn't make sense at all. Even after all that I went through, I could not understand how someone could not give someone their money back. After about an hour of yelling and convincing, he finally gave me a refund.  I do not recommend this airline to anyone, there are better options out there and I think you would save yourselves a lot of time and money by avoiding American Airlines."
"   Atlanta to Portland with Delta. We had infant in arms. They split us up and weren't able to sit us together. We had to beg people near us to trade seats because no one wanted to sit in the middle. It was night flight and the kid was cranky. When we landed the new stroller was scratched up, dirty, and not taken care off. Couple years ago Delta had delayed flight and didn't provide us hotel since the flight was in 8 hours. We thought something changed since those couple years, but guess not. "
"   Atlanta to San Salvador with Delta (Flight 729). The flight was onboard the newly retrofitted B757-200. The aircraft cabin was amazing. The seats were all new and clean, the mood lighting the overhead bins made the cabin look much more open and inviting. The flight crew was very helpful. All the flight attendants spoke Spanish and they assisted elderly and young passengers. The flight departed a couple minutes prior to scheduled and the captain kept everyone informed about the flight. Once airborne the flight attendants served us a sandwich, pretzels, cookies, and a snack size snickers with a beverage. This was good since the flight was a short international flight. Onboard every passenger also had access to inflight entertainment. The seats where more comfortable compared to the older B757s. Overall the Delta Air Lines experience has upgraded and was exceptional.
"
"   Atlanta to Santiago de Chile. Quite an awful experience on a decrepit Boeing 767-300. Cabin configuration with a staggered 1-2-1, seat itself very old but sort of ok (narrow though). The worst of this flight is the inflight service, seems at Delta they don't take their premium customers seriously; food below par (entree cold, beef fillet hard as a stone); presentation so poor (when you put some warm bread on my tray, why on Earth should you put it on the butter so that it melts everywhere?). Cabin crew attitude too casual for a business class cabin. IFE in such a small screen that some smartphones are bigger; new business class blanket (by Westin) is oddly covered - on the supposedly external face in a very hard and ""plastic""-look-and-touch material which I fail to understand. Overall the service looks more like a Premium Economy than a Business Class, I keep asking myself when Delta will get rid of those old dinosaurs that are B767s"
"   Atlanta to St. Thomas via Miami. Terrible. Flight delayed from Miami thus we missed our ferry from St. Thomas to Tortola. Staff at desk were not only useless but nasty as well. Would not give us details or assistance beyond telling us the St. Thomas staff will help. We get there, the staff is even worse. Now on the return leg of our trip same story. Flight is delayed thus we're missing our connection. No help, apologies or anything besides ""you're stuck. Will never fly them again. If I could give a zero rating I would."
"   Auckland to Boston via Los Angeles. There are two options to get from direct from NZ to the US, United or American (Air NZ & QANTAS flights are operated by those airlines too). American were slightly cheaper so I picked them and I was very pleasantly surprised. Check in was a breeze, and the crew were well presented and welcoming. Throughout the flight they were polite, friendly and attentive. Best of all they had personality and  chatted happily with passengers. The food was nice and just the right amount to be full but not bloated. Inflight entertainment selection was really good. Leg room and seat width were fine for me (average height and build). Just take your own headphones as they only give out ear buds. So overall the Auckland to LA flight was excellent value for money and I'd fly American again to get to the US. I had concerns about my short layover in LA, only 2 hours to clear customs and security and get to the Boston flight. I needn't have worried, LAX do it right. They had an Express Connection pass waiting for all passengers connecting within 2 hours which meant I skipped a lot of queues. They had staff at multiple points to direct passengers, so I made it to my next flight an hour after getting off the first one, and had time to grab a coffee. LA to Boston flight was well organised, left on time, the crew were fine and I'd happily do this flight again too. Again, bring your own headphones. The inflight entertainment was available, but they don't give out headphones. Overall I was nicely surprised by American and will use them next time I head to America."
"   Auckland to Los Angeles. Horrible Experience. Rude flight attendants, cramped space and very uncomfortable seats. We had more leg room in our much shorter connecting flight from LA to Seattle with Alaska Airlines. Our flight from Auckland to LA was a pitiful excuse for an international flight. I would rather fly 14 hours with Qantas via their connections rather than sit through 12 hour with American Airlines. My husband and I swore off American Airlines before our plane even left the ground. I can't believe this airline is still in business."
"   Augusta to Albuquerque via Charlotte. American Airlines flies most Eastern US Flights through a Charlotte Hub. Their timing in Charlotte does not account for the ""chain of comedy"" error that are built into domestic flights governed by the TSA. In a recent round trip from Augusta GA to Albuquerque NM; the return was routed from Albuquerque to Phoenix to Chicago to Charlotte to Augusta. The lay-over in CLT was scheduled as 56 minutes. The flight in Chicago did not board until 25 minutes after scheduled. The pilot taxied to a runway, waited 10 minutes and announced windspeed was too high to take off, waited another 15 minutes, then taxied to another runway where he announced the wind speed was fine, we were 5th in line for take off. Arrived in CLT and deboarded at 10:12 PM at terminal B16, connecting flight doors close at E24, 10:20 PM. Needless to say, missed flight. American Airline customer service unapologetically offered a hotel and a 9:30 AM flight the next day as only option. Problem - had appointment that I could not miss at 9;30 AM in Augusta. I pushed it - wanted a rental, AA agent got a bit nasty. No rentals available, took car service back (probably cheaper than a 1 way rental in the end). Still arguing with AA - they claim total liability is $90 - the land mile % of total trip that was unused. They blame wind, weather, airport flight controllers and ""me"". I have been an engineer and project manager for almost 20 years, part of the measurement of my job performance is my ability to meet schedule commitments. Why is it that AA believes meeting schedule commitments is optional?"
"   Austin to El Paso via Dallas. My bag was lost when I arrived to El Paso, TX at 12pm. My bag was not delivered until past 7pm. I wasted all evening waiting for my bag and had to cancel plans that I was not able to reschedule. When checking in my bag, a group of four ladies chatted away while several people waited in line. A woman then made a smart comment about using the qiosk to check in our bags. Correct me if I'm wrong, but I thought the qiosks are meant for busy times. There were enough staff members to help those who were in line but they appeared to be too busy to do their job. Needless to say, I will stick to using Southwest Airlines in the future whom I've never had issues with."
"   Avoid American Airlines at all cost. They could not care less about their customers. I spent 17 hours at different airports all do to with American Airlines problems. Starting my flights in Salisbury, MD. Supposed to have a connection in Charlotte, then on to Fort Lauderdale. The first flight being overbooked. Thinking I was helping out the airline, I accepted a 300 dollar voucher and rebooked on a flight that should have gotten me into Fort Lauderdale earlier than my original flight. Now the fun starts, arriving at the first airport at 5am and finally getting to my destination 17 hours later. The first flight of the day was overbooked. The 2nd flight was delayed due to mechanical problems causing me to miss my connection because of the delayed flight. Since I missed my connection American Airlines tried to find another flight for me, the next flight they offered was almost 10 hours hanging out in the Philadelphia airport before taking off. Then they found a different flight leaving about 3 hours later with another connection in Charlotte. When we arrived in Charlotte, the American Airlines gate area was a total mad house. People standing everywhere up against each other and people sitting on the floor, because of American Airlines problems. It felt like there was no air conditioning, because of all the people in a small area. They were all talking on the microphones at the same time, mentioning delays and offering 900 dollars or more for giving up flights. Now the connecting flight in Charlotte then was delayed several times. Because of all the problems with American Airlines, I missed a lunch and dinner. Also a friend had to rent a 2nd car, because I was the one with the car rental for the trip. Once I got home a few days later I contacted American Airlines and explained the situation, and to let them know I was not pleased. Of course I get a company generated form letter, not even mentioning my complaint, just stating policies. This company could care less about their customers and how they treat them. Being such a large company, they should be more concerned about customer relations. Also looking at this site with reviews, I am not the only person who will not use or recommend American Airlines."
"   Awful customer service at check in. First time flying with my infant (in lap) son, with my mom, and was told we were seated together. Wasn't until actual check in we found out we weren't and when asked to change it, was told there was nothing they could do for us. Had to call Delta three times to finally receive email confirmation of ticket purchase. Also, ""valet checked"" my sons stroller and upon arriving in Atlanta, the sun visor was missing. Tried to talk to gate agent in ATL but was told to do that in Fort Smith (my final destination). Upon arriving there, I was told I should have filed in Atlanta so they can't help me, but here's a phone number. I called it and filed a claim, only to be told Fort Smith should have done that for me and I was simply brushed off. It's been almost 3 weeks since I filed the claim and still have not heard from Delta to replace the part on my stroller."
"   Awful flight! Our first plane had a fuel pump failure, we were stuck 3.5h on tarmac going from Atlanta to Munich. Eventually we were let out, and headed to the next plane. On the next plane we had to wait for 1:45min because it needed to be refueled, and the refueling people forgot to close the cap on the gas tank - so that took time to be resolved. I must say the crew did an excellent job dealing with all the issues. But I am very disappointed with Delta Air Lines. ATL is a major Delta hub, so how  they don't have an extra plane in case of an emergency?! Also the fact that we were kept 3.5 hours on termac was awful! It is inhuman to keep people on the plane while trying to fix it. The fumes that eventually leaked from flooded engine were suffocating us, all while we were told to hang on tight and wait until they figure out if the pump works. I know I do not spend time in my car while mechanic is working on it, so why the passengers had to stay on the plane while having mechanical issues. By far this was my worst experience flying, and I travel a lot. Overall I am greatly disappointed with how Delta handles its business when planes are facing mechanical issues. I don't blame the crew - I blame Delta."
"   Bangkok to  Indianapolis via Tokyo and Minneapolis  with Delta Air Lines. Excellent lie-flat seats on both international sectors. Very roomy flat bed.  Delta staff were professional and friendly. From Tokyo he captain talked to Business Class in person before take off. “We know you paid a lot for these seats and we want to thank you for choosing Delta. You keep us in business."" Then the spiel about the 4 pilots in the cockpit. Food very good. I ordered Lacto- Ovo Vegetarian meals. I arrived in Indianapolis on time and rested with all of my bags."
   Barcelona to New York JFK on 15th July. The flight was delayed by 3 hours and the crew was rude. I was with my 9 year old son and we were sitting on seats 54H/54J. I requested the Flight attendant working that section guy to help me put my bag up on the storage and he said we are here to assist and not help - very rude and obnoxious. Customer service at Delta in general is just horrible.
